carat,depth,table,price
0.71,59.7,59,2913
0.91,62,59,2913
0.83,62.2,59,2913
0.85,62,57,2913
0.8,63.5,55,2914
0.73,61.4,58,2914
0.83,62,55,2915
0.77,63.6,57,2915
0.8,62,55,2915
0.71,62.2,56,2915
0.73,60.8,57,2916
0.93,62,57,2917
0.74,62.5,60,2917
0.7,62.5,58,2917
0.71,61.2,56,2917
0.71,59.5,58,2918
0.8,61.2,53,2918
0.71,62.1,54,2918
0.72,61.8,55,2918
0.83,63.1,57,2918
0.72,60.5,57,2919
0.8,62.5,56,2919
0.73,62.2,56,2919
0.7,63.8,58,2919
0.73,61.9,55,2919
0.73,61.9,55,2919
0.71,59.7,57,2920
0.72,61,55,2920
0.71,59.1,59,2920
0.71,62.6,55,2920
0.74,60.5,60,2921
0.71,59.9,59,2921
0.71,60.7,60,2921
0.71,60.1,60,2921
0.65,61.3,56,2921
0.9,64.1,66,2921
0.71,63.7,58,2922
0.71,63.3,59,2922
0.68,59.7,57,2922
0.53,61.6,56,2922
0.77,60.6,56,2922
0.72,63,57,2923
0.72,63.2,58,2923
0.7,61.8,59,2923
0.75,62.3,58,2923
0.75,61.5,58,2923
0.87,62.5,57,2923
0.71,62.4,54,2923
0.77,60.2,56,2923
0.78,61.1,56,2923
0.75,58.3,60,2923
0.9,58.7,60,2923
0.7,61.5,56,2924
0.8,58.2,63,2925
0.7,64.5,58,2925
0.51,63.3,58,2925
0.71,61.5,56,2925
1.02,61.7,56,2925
1.2,60.5,58,2925
0.81,63.6,55,2926
0.81,61.2,56,2926
0.81,61.3,60,2926
0.77,63.3,57,2927
0.8,59.4,58,2927
0.9,59.5,60,2927
0.7,61.3,54,2928
0.7,60.8,59,2928
0.74,61,58,2929
0.8,61.1,57,2929
0.7,61.8,57,2929
0.7,60.1,57,2929
0.71,61.3,60,2930
0.7,60.3,58,2930
0.7,62.3,54,2930
0.71,62.3,57,2930
0.71,62.7,57,2930
0.71,62.6,57,2930
0.9,58.7,63,2930
0.9,65,58,2930
0.71,61.7,57,2930
0.7,60.8,57,2931
0.72,63.3,57,2931
0.72,61.8,59,2931
0.7,62,61,2932
0.7,61,57,2932
0.7,63.2,58,2932
0.72,62.2,57,2933
0.59,60.6,59,2933
0.73,59.9,58,2933
0.75,62.3,57,2933
0.75,57.6,56,2933
0.9,62.7,64,2934
0.71,62,54,2934
0.91,60.2,52,2935
1.17,65.4,62,2935
0.8,62,60,2935
0.7,61.8,60,2936
0.81,60.2,58,2936
0.74,60.5,59,2936
0.7,62.6,54,2936
0.82,62.1,56,2937
0.76,58.3,62,2937
0.76,59.6,57,2937
0.95,58.8,60,2937
0.71,62.7,57,2938
0.71,62.7,59,2938
0.81,60.2,57,2938
0.73,62.7,58,2939
0.73,60.7,57,2939
0.83,61.9,56,2939
0.77,59.5,60,2939
0.8,60.8,56,2939
0.73,62.7,58,2939
0.72,62.4,57,2939
0.75,60.6,55,2939
0.8,59.9,58,2939
0.81,61.8,56,2939
0.82,62.6,59,2939
0.7,63.1,57,2940
1.24,61.9,55,2940
0.7,62.6,59,2940
0.7,61.2,54,2940
0.75,56,67,2940
1,57.6,61,2940
0.75,61.6,57,2940
0.7,61.5,56,2940
0.79,59.2,59,2941
0.8,63.8,59,2941
0.81,62.7,58,2942
0.71,61.1,58,2942
1.03,65.7,59,2942
0.7,60.8,56,2942
0.76,61.6,59,2942
1.01,67.1,59,2942
0.73,61.4,56,2943
0.72,62,56,2943
0.74,61.3,58,2944
0.79,61.6,55,2944
0.57,60.4,57,2945
0.79,61.5,55,2945
0.78,62.4,58,2945
0.85,64.9,56,2945
0.71,63.3,59,2946
0.71,62.7,57,2946
0.72,62.2,56,2946
0.72,62.5,57,2946
0.77,61.5,56,2946
0.79,62.3,55,2946
0.78,61.7,56,2947
0.76,62.1,57,2947
0.92,58.5,57,2947
0.73,60.9,59,2947
0.7,61.2,57,2947
0.7,60.5,58,2947
0.74,62,56,2947
0.74,61.1,57,2947
0.73,61.2,57,2947
0.82,62.4,54,2947
0.9,60.9,56,2947
0.73,61.7,55,2948
0.7,62,56,2948
0.9,62.5,58,2948
0.9,66.4,60,2948
0.9,60.6,60,2948
0.9,62,56,2948
1,65.8,58,2948
0.72,63,56,2949
0.76,61.7,57,2949
0.77,62.6,57,2949
0.72,62.3,55,2949
0.99,58,67,2949
0.81,62.7,58,2950
0.71,62.4,57,2950
0.71,62.1,60,2950
0.54,61.6,55,2951
0.72,62.7,58,2951
0.81,62.3,58,2951
0.73,61.6,55,2951
0.72,61,56,2951
0.7,62.4,58,2952
0.7,63.4,59,2952
0.7,61.8,59,2952
0.7,61.3,60,2952
0.72,61.5,55,2952
0.72,61.4,55,2952
0.7,61.9,58,2952
0.7,62.6,57,2952
0.7,62.1,55,2952
0.74,62.1,53.9,2952
0.7,61,61,2952
0.8,59.1,59,2953
0.79,63,59,2953
0.75,64.4,59,2953
0.71,59.6,60,2954
0.72,61.9,55,2954
0.72,61.1,59,2954
0.72,61.4,59,2954
0.75,62.3,57,2954
0.82,63.1,58,2954
0.76,61.7,54,2954
0.89,62.2,62,2955
0.7,62.4,57,2956
0.74,61.4,56,2956
0.74,62.3,56,2956
0.95,63.8,57,2956
0.91,62.8,59,2956
0.7,60.8,57,2956
0.71,58.2,60,2956
0.7,60.4,58,2956
0.72,62.6,56,2956
0.72,62.2,56,2956
0.72,62,55,2958
0.79,62.2,57,2958
0.72,58,57.8,2958
0.98,61.6,66,2958
0.56,60.1,58,2959
0.7,60.1,58,2959
0.79,62.3,58,2959
0.82,61.8,55,2959
0.74,65.2,58,2959
0.71,61.8,56,2960
0.7,63,56,2960
0.7,63.4,57,2960
0.7,61.3,57,2960
0.76,62.6,56,2960
0.72,61.3,56,2960
0.64,61.7,58,2960
0.71,58.9,61,2960
0.74,61.8,55,2960
0.77,62.8,58,2961
0.74,61.2,57,2961
0.72,61.5,60,2961
0.73,61.9,56,2961
0.73,62.7,56,2961
0.63,62.3,56,2961
0.72,61.1,57,2961
0.76,60.6,57,2961
0.71,62.1,53,2961
0.75,61.9,61,2961
0.96,60.4,56,2961
0.63,62.6,56,2962
0.72,62,56,2962
0.71,62.2,56,2962
0.82,62.4,56,2962
0.71,62.1,53,2963
0.91,58.6,63,2963
0.71,62.9,57,2964
0.71,62.9,55,2964
0.71,59.4,59,2964
0.7,63.6,58,2964
0.7,64.5,57,2964
0.75,61.7,56,2964
0.9,65.7,59,2964
0.9,64.2,62,2964
0.9,65.4,60,2964
0.9,62.1,62,2964
1,65.7,54,2964
1.5,65.6,54,2964
1.05,61.4,58,2964
0.9,64.6,58,2964
0.71,61.8,56,2965
0.71,61.6,56,2965
0.71,61.3,57,2965
0.71,61.5,56,2965
0.7,61.7,55,2965
0.7,60.9,56,2965
0.73,62.1,59,2966
0.85,63.1,58,2966
0.7,61.8,56,2966
0.75,61.2,55,2966
0.82,60.9,57,2966
0.7,61.3,56,2967
0.7,61.5,56,2967
0.86,62.6,56,2967
0.79,62,56,2967
0.31,60.8,61,558
0.31,61.2,61,558
0.31,61.4,55,558
0.3,62,56,559
0.31,62.6,56,559
0.31,61.4,55,559
0.31,60.9,57,559
0.24,62.4,56,559
0.24,62.1,56,559
0.24,62.2,56,559
0.24,62,55,559
0.24,62,56,559
0.32,61.9,55,559
0.32,61,56,559
0.24,61.7,56,559
0.24,60.8,58,559
0.24,61.8,55,559
0.24,61.6,57,559
0.24,61.3,57,559
0.32,62.3,55,559
0.32,61.8,55,559
0.25,62,56,560
0.25,61.5,56,560
0.25,61.5,56,560
0.27,60.4,58,560
0.32,61.6,54,560
0.36,61.6,56,560
0.41,61.7,55,561
0.32,60.2,58,561
0.32,61.5,57,561
0.75,60.2,60,2968
0.92,59.2,60,2968
1.13,64.8,59,2968
0.71,58.7,61,2968
1.06,61.5,57,2968
0.9,62.4,57,2968
0.8,61.2,57,2969
0.52,60.1,58,2970
0.72,60.6,56,2970
0.7,63.8,58,2970
0.78,62.6,57,2970
0.78,61.6,56,2970
1.04,59.9,64,2970
0.91,64.9,57,2971
0.81,63.8,58,2972
0.76,59.4,57,2972
0.7,61.7,56,2972
0.9,63.1,60,2972
0.81,62.6,58,2972
0.9,63.3,59,2973
0.75,62.3,57,2973
0.77,60.6,56,2973
0.7,60.5,56,2973
0.81,59.5,60,2973
0.7,59.8,62,2973
0.82,62.6,57,2974
0.57,61.8,54,2974
0.9,64.2,60,2974
1,69.3,58,2974
0.71,59.5,57,2974
0.7,62.1,57,2975
0.7,62.2,58,2975
0.82,63.3,56,2975
0.8,62.8,54,2975
0.83,61.6,59,2975
0.83,61.3,54,2975
0.77,60.4,58,2975
0.79,62.5,57,2976
0.72,61,56,2976
0.91,63,54,2976
0.71,60.8,58,2977
0.81,61.9,57,2977
0.76,60.9,58,2977
0.54,61.6,55,2977
0.71,62.5,58,2978
0.7,61.3,54,2978
0.8,61,55,2978
0.76,62.1,56,2978
0.72,59.9,59,2979
0.7,61.7,56,2979
0.86,61.8,58,2980
0.7,61.5,57,2980
0.7,61.3,61,2980
0.64,58.6,61,2980
0.7,62.2,55,2981
0.91,60.2,59,2981
0.91,61.6,57,2981
0.9,58.7,63,2982
0.71,61.7,57,2982
0.9,65.8,59,2982
0.71,59.5,57,2982
0.71,60.8,63,2982
0.71,62.6,58,2982
0.74,62.7,54,2984
0.9,63.1,57,2984
1,62.5,62,2984
0.7,63.1,56,2985
0.75,62.2,57,2985
0.82,62.3,60,2985
0.77,62.8,58,2986
0.8,61.9,54.1,2986
0.82,61.6,57,2986
0.84,62,56,2986
0.7,61.3,59,2987
0.74,61.5,56,2987
0.77,61.7,58,2988
0.6,60.1,54,2988
1.03,63.2,58,2988
0.76,61.6,55,2988
0.72,62.1,54,2989
0.83,61.3,58,2990
0.76,62.1,54,2990
0.72,62.9,57,2990
0.57,59.1,65,2990
0.75,60.6,55,2991
0.7,60.3,60,2991
0.7,62.8,56,2992
0.75,62,55.1,2992
1.06,61,66,2992
0.69,61.5,60,2993
0.87,61,56,2993
0.75,63.6,56,2993
0.7,63,55,2993
0.7,62.4,55,2993
0.75,61.1,57,2993
0.72,61.1,59,2993
1.01,65.1,57,2993
0.71,59.6,56,2994
0.71,59.3,55,2994
0.81,63.1,58,2994
1.24,61.9,55,2994
0.81,62,58,2994
0.81,61.7,58,2994
0.73,61.4,56,2995
0.7,60.9,56,2995
0.91,65.3,51,2996
0.88,63.3,55,2996
0.77,61.4,56,2996
0.74,61.9,55,2997
0.72,61.1,56,2997
0.7,62.8,57,2998
0.72,61.4,56,2998
0.7,61.6,57,2998
1.01,66,56,2998
0.85,57.7,67,2998
0.7,59.7,59,2999
0.73,62.4,58.1,2999
1.02,61.5,60,2999
0.87,61.6,58,2999
0.71,61.9,56,2999
0.7,60.6,60,2999
0.74,62.7,58,2999
0.74,60.9,62,2999
0.7,60.2,61,2999
0.77,62.5,56,3000
0.93,63.6,61,3000
0.9,60.6,60,3001
0.9,62.5,58,3001
0.9,62,56,3001
0.72,61.5,58,3001
0.7,61.6,61,3001
0.7,63.6,60,3001
0.7,63.4,59,3001
0.6,62.1,56,3001
0.75,60.6,57,3002
0.83,62.1,58,3002
0.77,60.4,58,3002
0.71,62.1,60,3002
0.89,63.3,59,3002
0.72,63.8,58,3002
0.72,61.6,55,3002
0.8,60.6,59,3002
0.73,58.6,66,3002
0.76,61.5,56,3003
1.01,64.6,56,3003
0.65,59.9,58,3003
0.81,61.9,58,3004
0.81,61.8,55,3004
0.7,61.7,55,3004
0.61,61.3,54,3004
0.78,60.6,57,3004
0.72,62.3,56,3004
0.92,60.2,61,3004
0.75,61.1,59,3005
0.55,61.2,54,3005
0.8,63,57,3005
0.72,60.4,56,3005
0.73,61.6,57,3005
0.91,63.4,58,3006
0.91,62.8,59,3006
0.71,61.1,58,3006
0.71,63.2,60,3006
0.55,60.3,59,3006
0.71,60.7,57,3007
0.71,60.4,57,3007
0.7,62.7,53,3007
0.71,61.3,55,3007
0.71,61.6,55,3007
0.71,61.9,56,3007
0.71,61.6,57,3007
0.71,61.4,56,3007
0.76,61.2,57,3007
0.91,63.1,60,3007
0.7,60.4,58,3008
0.61,61.2,56,3008
0.7,61.3,57,3008
0.82,62.5,59,3008
0.71,63.7,58,3009
0.71,62.1,57,3009
0.71,63.4,58,3009
0.74,61.3,58,3009
0.83,62.1,57,3010
0.83,62.1,58,3010
0.8,60.7,59,3010
0.8,62.2,57,3011
0.73,60.7,55,3011
1,62.5,62,3011
1.2,64.9,59,3011
1.2,62.2,66,3011
1.2,66.2,55,3011
0.61,62,54,3011
0.7,61.9,55,3011
0.7,61.8,57,3011
0.7,62.7,55,3011
0.7,61.4,58,3011
0.77,62.3,55,3011
0.75,61.9,55,3011
0.75,61.9,56,3011
1,55.4,62,3011
0.78,61.3,60,3012
0.82,62.2,57,3012
0.72,61.7,56,3012
0.72,61,57,3012
0.72,60.3,55,3012
0.8,63.9,56,3013
0.75,61.6,58,3013
0.71,62.1,53,3013
0.71,61.1,57,3013
0.81,61.8,56,3013
0.81,60.1,57,3013
0.9,62.2,60,3013
0.78,62.7,55,3014
0.71,61.8,56,3014
0.73,60.8,59,3014
1.01,61.1,61,3014
0.9,63.7,62,3014
0.84,62.8,57,3015
0.91,58.6,63,3015
0.78,61.7,55,3015
0.81,61,56,3015
0.72,62.1,59,3016
0.7,61.8,58,3016
0.7,62.7,57,3016
0.9,64.2,62,3016
0.76,61.9,55,3016
0.96,62.8,60,3016
0.9,62.8,55,3016
0.7,60.1,60,3017
0.71,61.8,60,3017
1.12,60.3,60,3017
0.7,61.1,56,3017
0.5,62.4,64,3017
1.12,61.2,63,3017
0.7,63.2,58,3018
1.03,60.8,57,3018
0.7,62.5,59,3018
0.71,62.6,56,3018
0.72,61.2,57,3018
0.7,60.2,61,3018
1.02,63.3,56,3018
0.77,62.4,59,3018
0.7,62.2,56,3018
0.93,61.4,56,3019
0.78,60.4,57,3019
0.71,60.4,53,3020
0.73,61.3,56,3023
0.65,62.1,57,3023
0.85,61.6,55,3023
0.9,63.1,60,3024
0.9,63.1,55,3024
0.75,62.1,57,3024
0.9,63.1,59,3024
0.9,63.9,58,3024
0.72,60.4,61,3024
0.9,65.6,57,3024
0.72,62.5,59,3024
0.75,63.6,58,3024
0.75,61.7,60,3024
0.72,60.1,63,3024
0.75,59.2,58,3024
0.65,57.7,60,3025
0.7,61.8,55,3026
0.59,61.8,57,3026
0.71,62.3,56,3026
0.83,61.3,54,3027
1.02,66.8,55,3027
1,64.9,57,3027
1.02,61.7,58,3027
0.77,57.9,61,3027
0.7,58.5,60,3028
0.8,62.1,54,3030
0.74,61.6,55,3030
0.77,66.8,57,3031
0.72,58.9,58,3032
1.01,63.8,57,3032
1.01,63.5,55,3032
0.55,61.2,54,3032
0.71,63,57,3033
0.73,61.6,57,3033
0.76,62.5,57,3033
0.52,61.1,57,3033
0.7,64.1,59,3033
0.7,63.2,60,3033
0.7,63.9,58,3033
0.92,64.4,58,3033
0.91,63,57,3033
0.91,61.6,57,3034
0.91,60.2,59,3034
0.7,61.4,57,3034
0.72,63.8,57,3035
0.71,59.5,57,3035
0.72,62.4,59,3035
0.78,62.4,57,3035
0.71,60.6,57,3035
0.8,62.9,56,3036
0.74,62.6,56,3036
0.74,62.4,59,3036
0.61,62.4,58,3036
0.78,61,55,3036
0.7,63.3,57,3037
0.32,63.3,56,561
0.32,60.5,58,561
0.4,63.7,59,561
0.32,62.5,60,561
0.32,61.4,56,561
0.32,59.8,59,561
0.32,60.7,59,561
0.32,60.2,57,561
0.32,63.3,54,561
0.32,63.1,57,561
0.32,61.4,55,561
0.32,59.8,57,561
0.32,61.7,57,561
0.32,62.3,58,561
0.32,63,57,561
0.32,61.9,58,561
0.32,63.1,57,561
0.32,63,57,561
0.32,61.8,57,561
0.32,61.7,58,561
0.32,61.7,58,561
0.32,60.1,60,561
0.32,61.8,55,561
0.32,61.7,60,561
0.32,63.4,55,561
0.32,62.6,58,561
0.32,62.3,58,561
0.32,61.6,57,561
0.32,61.9,55,561
0.32,60.2,56,561
0.72,62.2,58,3037
0.76,61.4,57,3038
0.7,61.5,56,3038
0.73,62.2,56,3038
0.7,61,59,3039
0.7,64.9,59,3039
0.77,62.1,58,3040
0.92,61.5,59,3040
0.73,61.8,57,3041
0.71,62.7,57,3041
0.71,61.7,55,3041
0.81,59.4,56,3042
0.71,62.5,57,3042
0.72,60.4,58,3043
0.81,61.9,59,3043
0.81,61.3,56,3043
0.77,59.6,60,3044
0.83,62.1,57,3044
0.71,62.2,55,3045
0.71,61.2,57,3045
0.78,62.4,58,3045
0.71,62.8,56,3045
0.72,60.2,60,3045
1.14,60.2,57,3045
0.75,60.8,56,3045
0.75,59.7,62,3046
0.7,61.1,61,3046
0.79,61.5,58,3047
0.73,66,54,3047
0.91,60.1,62,3047
0.91,62.8,59,3047
0.93,62.3,57,3047
0.82,63.9,56.9,3048
0.75,61.8,57,3048
0.72,58.7,59,3048
0.72,61.8,56,3048
0.72,57.9,60,3048
0.72,63.1,56,3048
0.9,62.6,55,3048
0.72,60.5,57,3048
0.72,62.6,54,3048
0.75,61.4,55,3049
0.66,61.6,57,3049
0.83,61.9,53,3049
0.62,58.1,63,3050
0.8,63.1,56,3050
0.76,61.3,55,3050
0.76,61.4,55,3050
0.82,61.8,56,3050
0.81,62.1,57,3050
1.02,63.1,60,3051
0.66,60.5,59,3051
0.7,62.5,55,3052
0.77,61.2,57,3052
0.7,60.2,61,3052
1.03,66.1,56,3052
0.7,62.6,58,3053
0.71,59.9,59,3053
0.7,62.8,59,3053
0.71,60.9,56,3053
0.81,62.3,54,3053
0.78,61,56,3053
0.75,61.3,57,3053
0.79,63.2,56,3053
0.79,62.3,56,3053
0.79,61.3,59,3053
0.79,62.1,54,3053
0.7,62.9,60,3054
1.01,61.1,60,3054
1.01,61.9,58,3054
1.01,66.1,58,3054
1.01,68.1,59,3054
0.78,60.9,57,3055
0.65,59.9,58,3056
0.61,60.8,56,3056
0.78,61.7,56,3056
0.76,62.4,54,3056
0.9,61.5,61,3057
0.92,60.2,61,3057
0.57,61.1,55,3057
0.76,59.9,61,3057
0.9,60.7,58,3057
0.82,64.9,58,3057
0.91,63.9,56,3058
0.79,61.4,59,3058
0.91,61.6,58,3058
0.72,62.1,59,3059
0.81,62.9,56,3059
0.71,61.8,56,3059
1.03,62.4,57,3060
0.9,63.6,57,3060
0.74,62.4,57,3061
0.7,61.1,55,3061
0.71,63.3,56,3061
0.9,63.8,56,3061
0.71,61.5,55,3061
0.91,57.9,60,3061
0.71,62.8,57,3062
0.7,58.7,60,3062
0.72,61.5,56.5,3062
0.9,65.7,63,3062
0.71,62.2,59,3062
0.71,62,61,3062
0.93,60.3,58,3062
0.7,62.2,57,3063
0.7,62.5,56,3063
0.7,59.4,61,3063
0.71,63.3,59,3064
0.76,61.7,62,3064
0.7,61.4,56,3064
0.7,61.6,55,3064
0.8,61.4,56,3064
0.72,63,58,3065
0.7,61.5,56,3065
0.65,61.5,55,3065
0.85,61.4,60,3066
0.77,61.4,56,3066
0.71,62,57,3066
0.71,62.1,57,3066
0.8,62.5,56,3066
0.8,61.8,59,3066
0.73,63.1,55,3066
0.9,63.7,62,3067
0.78,62.7,55,3067
0.7,63.4,60,3068
0.7,62.6,56,3068
0.85,60,57,3070
0.8,62.9,56,3070
0.8,62.6,59,3070
0.92,59,63,3070
0.8,62.1,56,3071
0.82,61.6,56,3071
0.71,62.7,61,3072
0.7,63.1,56,3073
0.79,58.5,61,3073
0.7,61.6,55,3073
0.75,61.6,55,3073
0.71,62.2,57,3073
0.62,61.9,59,3073
1.03,60.8,57,3073
0.7,58,65,3073
0.78,61.7,58,3074
0.9,67,56,3074
0.77,61.4,55,3074
0.9,63.7,56,3074
0.72,61.8,58,3075
0.72,62.6,59,3075
0.71,61.4,56,3075
0.7,62.4,57,3075
0.72,62.2,57,3075
0.76,61.7,56,3075
0.76,62.8,57,3075
0.79,62.9,55,3075
0.79,60.4,59,3077
0.79,63.7,58,3077
0.73,62.7,56,3077
0.71,64.7,58,3077
0.71,60.3,62,3077
0.75,63.6,58,3078
0.72,62.5,59,3078
0.83,62.7,56,3078
0.76,61.3,56,3079
0.94,63.8,60,3079
0.91,62.5,66,3079
1,62.3,58,3080
1,61.3,57,3080
1,66.6,57,3080
1,59.4,60,3080
1,62.8,60,3080
0.82,61.1,60,3080
0.71,61.8,55,3080
0.71,61.8,55,3080
0.79,63.2,57,3081
0.75,62.1,57,3081
0.79,62,55,3081
0.71,62.2,57,3081
0.8,63.5,58,3082
0.91,63.4,55,3082
0.6,62.5,53.7,3082
0.6,62,53.7,3082
0.7,57.7,60,3082
0.91,63.5,55,3082
0.71,58.6,62,3082
0.86,61.3,59,3082
0.8,61,56,3082
0.8,60.1,58,3082
0.8,61.1,58,3082
0.92,62.1,60,3083
0.72,63.2,57,3083
1.01,59.4,62,3083
0.71,61.8,55,3084
0.72,61,59,3084
0.81,62.9,59,3084
0.53,61.8,55,3084
0.61,62.2,56,3084
0.85,62,54,3084
0.75,62.6,58,3084
0.9,64.1,57,3084
0.9,63.4,62,3084
0.9,60.7,61,3084
0.9,59.5,61,3084
0.9,64.5,55,3084
0.9,65.8,58,3084
0.9,63,57,3084
0.81,61.6,56,3084
0.81,61.2,60,3084
0.9,63.1,54,3084
1.02,64.5,56,3084
0.72,62.4,56,3084
0.75,63.9,56,3085
0.84,59.2,59,3086
0.75,61.8,55,3086
0.7,63.9,58,3087
0.7,63.2,60,3087
0.91,63,57,3087
0.7,64.1,59,3087
0.76,62.4,57,3087
0.74,61.9,56,3087
1.01,63.7,60,3088
1.01,63.3,53,3088
0.79,60.7,60,3089
0.77,61.3,56,3089
0.73,61.4,57,3089
0.73,60.9,57,3089
0.73,60.6,57,3089
0.73,61.9,55,3089
0.73,61.2,57,3089
0.73,61.7,57,3089
0.71,62.5,57,3090
0.58,61.7,55,3090
0.87,62.2,56,3090
0.71,58.1,62,3090
0.72,60.8,57,3091
0.92,60.9,62,3091
1.2,60.3,58,3091
0.8,62.9,60,3091
0.98,63.4,57,3091
0.7,60.7,58,3092
0.7,61.6,58,3092
0.7,62.3,55,3092
0.8,63.1,58,3093
0.7,62,57,3093
0.7,61.9,57,3093
0.72,62.1,57,3093
0.71,62.5,57,3095
0.7,63.4,57,3095
0.81,62.3,59,3095
0.94,62.3,59,3095
0.9,62.4,56,3095
0.71,63.1,59,3096
0.71,63,58,3096
0.77,63.1,57,3096
0.91,62.1,56,3096
0.81,61.3,56,3097
0.81,60.3,59,3097
0.52,61.8,55,3097
0.53,61.6,55,3097
1.29,64.2,54,3098
0.9,60.4,58,3099
0.72,61.8,57,3099
0.94,63,59,3099
0.93,62.3,57,3101
0.74,61.5,54,3101
0.81,62.1,55,3101
0.71,62.2,59,3101
0.72,60.5,57,3102
0.9,62.6,55,3102
0.72,61.3,56,3102
0.9,62.6,54,3102
0.83,61.9,53,3103
0.66,61.6,57,3103
0.71,62.2,56,3103
0.78,61.8,59,3103
0.81,63.6,57,3104
0.71,63.3,58,3104
0.9,55.9,62,3104
0.9,64.7,58,3104
0.9,62.8,55,3104
0.7,62.6,59,3105
0.78,61.9,56,3105
0.78,60.7,56,3105
0.9,59.5,63,3105
0.9,62.4,61,3105
0.9,61.1,63,3105
1.52,57.3,58,3105
1.52,57.3,58,3105
0.9,59.8,56,3105
0.9,65.6,58,3105
0.75,58.9,60,3105
0.7,61.2,56,3105
0.9,63.4,60,3105
0.72,62.4,55,3105
0.9,59.6,59,3105
0.9,64.1,58,3105
0.72,61.6,59,3105
0.79,62.1,54,3107
0.79,63.2,56,3107
0.7,63.4,56,3107
0.7,62.2,58,3107
0.7,60.4,63,3107
0.32,63.2,56,561
0.32,61.5,56,561
0.32,61.3,55,561
0.32,61,59,561
0.32,61.3,60,561
0.32,62.3,60,561
0.32,62.6,54,561
0.32,61.6,56,561
0.32,61.8,57,561
0.32,62.4,59,561
0.32,63.1,56,561
0.32,61.7,61,561
0.32,62,58,561
0.32,62.6,59,561
0.32,62.8,57,561
0.32,62.6,60,561
0.32,60.5,59,561
0.32,62.2,57,561
0.32,60.6,60,561
0.32,60.3,57,561
0.32,60.5,58,561
0.32,62.9,54,561
0.32,60.2,60,561
0.32,62.1,60,561
0.32,61.9,59,561
0.32,62.4,58,561
0.32,61.5,58,561
0.32,61.9,56,561
0.32,61.5,60,561
0.32,61.9,59,561
0.76,63,59,3107
0.9,62.4,65,3107
0.9,63.3,59,3107
0.76,60.3,60,3107
0.81,61.7,58,3107
0.77,61.5,56,3108
0.74,62.4,59,3108
0.75,59.9,61,3108
0.7,62,60,3109
0.7,61.9,59,3109
0.81,62.4,57,3109
1.01,63.2,58,3110
0.76,61,58,3111
1.01,64.1,56,3111
0.8,63.1,58,3111
0.68,57.3,60,3112
0.91,61.6,58,3112
0.79,61.4,59,3112
0.71,59.8,58,3112
0.71,63,57,3112
0.71,61.6,57,3112
0.71,61.2,58,3113
0.78,62.6,58,3113
0.82,61.3,57,3113
0.9,60.4,61,3114
0.9,60.1,60,3114
0.76,61.7,55,3114
0.77,62.1,56,3114
0.9,64.3,58,3114
0.93,61,54,3114
0.86,63.8,56,3115
0.7,60.3,60,3115
0.9,64.3,60,3115
0.84,59,59,3115
0.8,63.3,55,3116
0.9,63.3,57,3116
0.9,63.2,59,3116
0.71,61.2,56,3116
0.92,64.9,58,3117
1.08,61.7,59,3118
0.85,60.4,56,3118
0.83,63.1,58,3118
1.16,68.2,55,3118
0.87,61.7,57,3118
0.9,61.9,59,3119
0.7,61.9,55,3119
0.7,61.2,55,3119
1.02,62.3,58,3119
1.02,65,59,3119
0.91,64.5,60,3119
0.75,62,56,3120
0.9,63.2,56,3120
0.77,62.4,54,3121
0.76,60.3,60.7,3121
0.9,61.8,58,3121
0.9,63.5,59,3121
0.9,62.1,59,3121
0.86,62.1,57,3121
0.71,60,56,3122
0.72,61.7,56,3122
0.72,60.1,56,3122
0.92,57.4,65,3122
0.9,64.2,56,3123
0.7,62.3,57,3123
0.71,61.8,56.2,3123
0.71,60.9,56.6,3123
0.71,61.8,56.1,3123
0.82,60.7,57,3123
0.77,62.8,59,3124
0.72,61.4,56,3124
0.84,62.1,58,3125
0.83,61.3,57,3125
0.94,57.9,61,3125
0.9,60.5,64,3125
0.52,61.8,55,3125
0.93,61.1,59,3125
0.57,62.8,56,3126
0.72,61.2,57,3126
0.57,61.6,56,3126
1.13,63.4,58,3127
0.7,61.6,57,3127
0.7,61.9,57,3127
0.73,62.2,55,3127
0.73,61.9,56,3127
0.73,61.9,57,3127
0.71,61.1,57,3128
0.7,61.5,56,3129
0.75,63.2,57,3129
0.75,62.6,55,3129
0.97,64.3,58,3129
0.74,61.3,57,3130
0.74,60.6,55,3130
0.74,61.9,55,3130
0.74,61.3,57,3130
0.7,61.2,60,3131
0.71,60.3,62,3131
0.82,62.6,55,3131
0.72,61.6,55,3133
0.82,61.8,55,3133
0.74,60,57,3133
0.94,63.8,60,3134
0.71,61.2,56,3135
0.71,60.4,57,3135
0.73,62.9,56,3135
0.8,63.1,57,3135
0.81,60.7,58,3135
0.7,62.6,59,3136
1,66.6,59,3136
0.8,59.6,59,3136
0.75,60.2,57,3136
1,62.3,58,3136
0.71,62.2,55,3136
1,67,53,3136
1,67,53,3136
1,62.5,59,3136
1,61.3,57,3136
0.8,61,56,3137
0.72,61.4,58,3137
0.71,61.1,56,3137
0.71,62.3,56,3137
1.01,62,63,3137
0.79,63.3,56.3,3138
0.74,61.5,59,3138
0.72,63.1,59,3139
0.9,60.7,61,3139
0.9,64.1,57,3139
0.9,63.4,62,3139
0.9,59.5,61,3139
0.72,62.4,57,3139
0.54,61.4,58,3139
0.73,61.1,57,3140
0.7,61.2,57,3140
